Número,Ano,Processo,Modalidade,Objeto,Situação,Valor,Órgão,Categoria,Link Aviso,Link Contrato
005,2008,242976,PREGÃO PRESENCIAL,"tecidos, aviamentos e colchões",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/810,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/810
005,2008,360352,PREGÃO PRESENCIAL,serviços  tipográficos,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1233,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1233
004,2008,360366,PREGÃO PRESENCIAL,generos alimenticios,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1234,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1234
004,2008,236851,PREGÃO PRESENCIAL,Confecção gráfica,PUBLICADA,"755,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/659,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/659
003,2008,191410,PREGÃO PRESENCIAL,Contratação e empresa para pulicações de editais em jornal de circulação nacional ou regional e ditais em jornal de circulação no Estado do RN,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/653,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/653
003,2008,275944,PREGÃO PRESENCIAL,Material para laboratório,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/747,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/747
003,2008,360347,PREGÃO PRESENCIAL,MATEIRIAL PARA LABORATÓRIO,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1159,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1159
003,2008,401776,PREGÃO PRESENCIAL,gêneros alimenticios,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1349,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1349
003,2008,455559,PREGÃO PRESENCIAL,gêneros alimenticios,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1561,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1561
002,2008,370610,PREGÃO ELETRÔNICO,Aquisição de material  e reajente para laboratorio,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1374,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1374
002,2008,433577,PREGÃO PRESENCIAL,aquisição de veículo,REABERTURA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1393,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1393
002,2008,00002,PREGÃO PRESENCIAL,MATERIAL DE CONSUMO HOSPITALAR.,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1228,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1228
002,2008,360359,PREGÃO PRESENCIAL,AQUISIÇÃO DE ROUPAS HOSPITALARES,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1158,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1158
002,2008,344366,PREGÃO PRESENCIAL,confecção debloco de impressos,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1189,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1189
001,2008,355898,CONVITE,confecção de impressos,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1289,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1289
001,2008,001,PREGÃO PRESENCIAL,Registro de Preços de Medicamentos,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1036,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1036
001,2008,344940,PREGÃO PRESENCIAL,AQUISIÇÃO DE COMBUSTÍVEIS E DERIVADOS,REPUBLICAÇÃO,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1099,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1099
001,2008,125099,CONCORRÊNCIA PÚBLICA NACIONAL,Implatanção de rede física de dados tipo Wireless,REPUBLICAÇÃO,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/865,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/865
001,2008,288739,PREGÃO ELETRÔNICO,MATERIAL PARA LABORATÓRIO,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/863,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/863
001,2008,15492,PREGÃO PRESENCIAL,serviços graficos para esta unidade,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/741,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/741
001,2008,231807,PREGÃO PRESENCIAL,gênero alimenticios perecíveis,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/931,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/931
001,2008,2021,PREGÃO PRESENCIAL,"Gasolina comum, óleo diesel e óleo lubrificante.",PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/766,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/766
001,2008,227907,PREGÃO PRESENCIAL,Combustíveis e derivados,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/785,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/785
001,2008,325353,TOMADA DE PREÇOS,contratação de empresa especializada para realizar diagnóstico,PUBLICADA,"95.000,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1407,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1407
001,2008,340536,PREGÃO ELETRÔNICO,aquisição de cartuchos e tonner originais,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1373,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1373
001,2008,458115,PREGÃO PRESENCIAL,GENEROS ALIMENTICIOS,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1769,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1769
000003,2008,25000,PREGÃO ELETRÔNICO,respirador,PUBLICADA,"0,00",SESAP,SAÚDE,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1408,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1408
014,2008,16969,PREGÃO ELETRÔNICO,"AQUISIÇÃO DE VEÍCULOS TIPO CAMINHONETA, CABINE DUPLA, 4X4, DESTINADOS Á PM/RN",ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1390,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1390
013,2008,17398,PREGÃO ELETRÔNICO,"VEÍCULOS DIVERSOS ( pick up, sedan e furgão)",FRACASSADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1333,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1333
012,2008,384491,PREGÃO ELETRÔNICO,Equipamentos Eletro-Eletrônicos para o Setor de Inteligência.,FRACASSADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1272,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1272
011,2008,17428,PREGÃO ELETRÔNICO,"AQUISIÇÃO DE PICK-UP, FURGÃO E QUADRICICLO PARA O CORPO DE BOMBEIROS MILITAR/RN.",ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1250,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1250
010,2008,206284,PREGÃO ELETRÔNICO,"Prestação de serviço de instalação em regime de locação,com manutenção preventiva e corretiva, de sistema de monitoramento digital de imagens e segurança eletrônica, para Delegacias de Polícia Civil.",ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1264,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1264
009,2008,3174,PREGÃO ELETRÔNICO,Material de Expediente,ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1258,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1258
008,2008,787,PREGÃO ELETRÔNICO,AQUISIÇÃO DE SUPRIMENTOS DE INFORMÁTICA,ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1249,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1249
007,2008,17417,PREGÃO ELETRÔNICO,COLETES À PROVA DE BALAS E ALGEMAS,ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1212,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1212
006,2008,363905,PREGÃO PRESENCIAL,Locação de Veículos diversos,REVOGADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1370,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1370
006,2008,333129,PREGÃO ELETRÔNICO,ASSINATURA DE JORNAIS PERIÓDICOS,ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1211,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1211
005,2008,17395,PREGÃO PRESENCIAL,Veículos Automotores para o Transporte e Remoção de Cadáveres,ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/834,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/834
005,2008,17992,PREGÃO ELETRÔNICO,PUBLICAÇÃO DE MATÉRIAS EM JORNAIS DE CIRCULAÇÃO LOCAL E NACIONAL.,ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1210,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1210
004,2008,269432,PREGÃO PRESENCIAL,MATERIAL DE HIGIENE E LIMPEZA,ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/758,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/758
004,2008,1876,PREGÃO ELETRÔNICO,PNEUS E CÂMARAS DE AR,ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1209,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1209
003,2008,281570,PREGÃO PRESENCIAL,"CAFÉ, AÇÚCAR E CHÁ",ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/662,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/662
003,2008,315351,PREGÃO ELETRÔNICO,ÁGUA MINERAL - GARRAFÃO DE 20 LITROS,ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1208,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1208
002,2008,281577,PREGÃO PRESENCIAL,ÁGUA MINERAL,FRACASSADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/661,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/661
002,2008,17261,PREGÃO ELETRÔNICO,AMBULÂNCIAS PARA O CORPO DE BOMBEIROS MILITAR/RN,ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1207,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1207
001,2008,199272,PREGÃO PRESENCIAL,AQUISIÇÃO DE VEÍCULOS,FRACASSADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/450,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/450
001,2008,17412,PREGÃO ELETRÔNICO,Equipamentos de Combate a Incêndios e Salvamento.,ADJUDICADA,"0,00",SESED,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/956,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/956
009,2008,450544,PREGÃO PRESENCIAL,AQUISIÇÃO DE COMBUSTÍVEL PARA 7ª URT - PAU DOS FERROS/PATÚ - POSTO FISCAL  LAGOA DE PEDRA,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1444,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1444
008,2008,450542,PREGÃO PRESENCIAL,AQUISIÇÃO DE COMBUSTÍVEL PARA 7ª URT - PAU DOS FERROS/RN,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1443,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1443
007,2008,455830,PREGÃO PRESENCIAL,AQUISIÇÃO DE COMBUSTÍVEL PARA 5ª URT CAICÓ/RN,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1442,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1442
006,2008,453124,PREGÃO PRESENCIAL,AQUISIÇÃO DE COMBUSTÍVEL PARA 4ª URT  - MACAU - NÚCLEO DE JOÃO CÂMARA/RN,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1441,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1441
005,2008,453127,PREGÃO PRESENCIAL,AQUISIÇÃO DE COMBUSTÍVEL PARA 4ª URT - MACAU/RN,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1440,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1440
004,2008,465926,PREGÃO PRESENCIAL,"AQUISIÇÃO DE COMBUSTÍVEL PARA 3ª URT -CURRAIS NOVOS - POSTOS FISCAIS DE EQUADOR, CARNAÚBA DOS DANTAS E SANTA CRUZ/RN.",HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1439,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1439
003,2008,465920,PREGÃO PRESENCIAL,AQUISIÇÃO DE COMBUSTÍVEL PARA 3ª URT - CURRAIS NOVOS/RN,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1438,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1438
002,2008,459078,PREGÃO PRESENCIAL,AQUISIÇÃO DE COMBUSTÍVEL PARA 2ª URT - NOVA CRUZ/RN,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1437,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1437
002,2008,374832,CONVITE,Contratação de Empresa Especializada para Desenvolvimento de Aplicação de Apoio a Fiscalização de Estabelecimentos,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1057,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1057
0011,2008,456473,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS MANUTENÇÃO PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS EM 01 ELEVADOR,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1391,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1391
0010,2008,305461,PREGÃO ELETRÔNICO,AQUISIÇÃO DE IMPRESSORAS E SOFTWARE,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1263,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1263
001,2008,456919,PREGÃO PRESENCIAL,AQUISIÇÃO DE COMBUSTÍVEL PARA PROJAFI - POSTO FISCAL DE CARAÚ - BAÍA FORMOSA/RN.,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1436,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1436
001,2008,328008,CONCORRÊNCIA PÚBLICA NACIONAL,Contratação de Empresa de Prestação de Serviços Técnicos Especializados,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/919,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/919
001,2008,189196,CONVITE,"Prestação de Serviços Técnicos Especializados de TI para Desenvolvimento e Implementação de um Sistema de Armazenamento, Análise e Monitoramento dos Informativos Fiscais do Convênio 115.",HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/625,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/625
0009,2008,388445,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA DE PRESTAÇÃO DE SERVIÇOS DE CONFECÇÃO DE MATERIAL GRÁFICO,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1170,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1170
0008,2008,269575,PREGÃO ELETRÔNICO,AQUISIÇÃO DE SUPRIMENTOS DE INFORMÁTICA PARA USO DA SET.,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1046,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1046
0007,2008,304534,PREGÃO ELETRÔNICO,"a Contratação de empresa de Seguro Total para 51 (cinqüenta e um) veículos oficiais, pertencentes à frota da SET – Secretaria de Estado da Tributação, com assistência 24 (vinte e quatro) horas pelo pe",HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/982,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/982
0006,2008,304538,PREGÃO ELETRÔNICO,"Contratação de empresa para prestação de Serviços de Seguro Total para 02 (dois) veículos oficiais tipo Microônibus pertencentes à frota da Secretaria de Estado da Tributação, pelo período de 12 (doze",HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/942,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/942
0005,2008,201777,PREGÃO ELETRÔNICO,"Contratação de Empresa para prestação de serviços de limpeza, asseio e conservação da Sede da SET e URT'S.",REVOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/803,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/803
0004,2008,271771,PREGÃO ELETRÔNICO,Aquisição de Material de Limpeza para uso da SET.,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/794,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/794
0003,2008,270816,PREGÃO ELETRÔNICO,Aquisição de Pneus para os veículos que compõem a frota da SET.,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/793,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/793
0002,2008,201772,PREGÃO ELETRÔNICO,"Contratação de Empresa para Remanufaturamento de Suprimentos de Informática, (cartuchos e fitas)",HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/782,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/782
0001,2008,7781,PREGÃO ELETRÔNICO,Contratação de empresa para Prestação de Serviços de Manutenção Preventiva e Corretiva em 02 (dois) Grupos Geradores da Marca Leon heimer 55 kva.,HOMOLOGADA,"0,00",SET,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/781,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/781
002,2008,422403,PREGÃO ELETRÔNICO,"A prestação dos serviços de limpeza, asseio e conservação será em todas as dependências do prédio sede da SEPLAN",PUBLICADA,"0,00",SEPLAN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1166,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1166
001,2008,306058,PREGÃO PRESENCIAL,Prestação dos serviços de assinatura de periódicos (jornais e revistas).,PUBLICADA,"0,00",SEPLAN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/864,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/864
001,2008,235923,PREGÃO ELETRÔNICO,Aquisição de material de informática,HOMOLOGADA,"0,00",SEPLAN,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/717,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/717
02,2008,277300,PREGÃO ELETRÔNICO,Cartuchos e Tones,SUSPENSO,"0,00",SETUR,COMÉRCIO E SERVIÇOS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1457,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1457
003,2008,313045,PREGÃO PRESENCIAL,LOCAÇÃO DE HELICOPTERO,PUBLICADA,"0,00",SETUR,COMÉRCIO E SERVIÇOS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1331,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1331
002,2008,289220,PREGÃO PRESENCIAL,"Contratação de empresa especializada na execução pesquisas de demanda turísticas, conforme Termo de Referencia constante no Anexo – I deste Edital.",PUBLICADA,"0,00",SETUR,COMÉRCIO E SERVIÇOS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/895,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/895
001,2008,117934,PREGÃO PRESENCIAL,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM FORNCIMENTO DE PASSAGENS ÁEREAS,HOMOLOGADA,"390.000,00",SETUR,COMÉRCIO E SERVIÇOS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/887,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/887
020,2008,411985,CONCORRÊNCIA PÚBLICA NACIONAL,"Execução de Obras Civis para Construção de um Parque Ecológico e Balneário de Esporte e Lazer na Barragem Santa Cruz, Município de Apodi/RN",HOMOLOGADA,"0,00",SEMARH,GESTÃO AMBIENTAL,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1417,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1417
019,2008,389035,CONCORRÊNCIA PÚBLICA NACIONAL,Serviços de Engenharia para Implantação de Sistemas de Abastecimento D’Água em Municípios do Estado do Rio Grande do Norte,HOMOLOGADA,"0,00",SEMARH,GESTÃO AMBIENTAL,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1416,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1416
016,2008,338655,PREGÃO ELETRÔNICO,a aquisição de caminhões com carroceria e caminhões sem carroceria,HOMOLOGADA,"0,00",SEMARH,GESTÃO AMBIENTAL,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1451,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1451
015,2008,380176,PREGÃO ELETRÔNICO,"a aquisição de material elétrico, hidráulico, ferramentas, materiais de construção e de segurança de forma parcelada",HOMOLOGADA,"511.473,64",SEMARH,GESTÃO AMBIENTAL,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1449,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1449
014,2008,413716,PREGÃO ELETRÔNICO,aquisição de cascalho marinho e hexametafosfato de sódio,HOMOLOGADA,"0,00",SEMARH,GESTÃO AMBIENTAL,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1452,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1452
013,2008,411068,PREGÃO ELETRÔNICO,Aquisição de 03 (três) veículos,HOMOLOGADA,"277.800,00",SEMARH,GESTÃO AMBIENTAL,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/1415,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/1415
